nome	uf	lat	lon	pop2019	areakm2	litoral
Uirapuru	GO	-14.1495912863	-49.9661190356	2854	1152.9097599655	0
Uruaçu	GO	-14.4193778211	-49.0901872554	40532	2142.37283669204	0
Uruana	GO	-15.5780980472	-49.6433831181	13843	522.361337874782	0
Urutaí	GO	-17.4359833553	-48.1961526787	3072	627.599489233297	0
Valparaíso de Goiás	GO	-16.0842676536	-47.9883487988	168468	61.5590971360961	0
Varjão	GO	-17.0780334465	-49.6113972973	3827	519.059860189439	0
Vianópolis	GO	-16.8129789651	-48.441808521	13863	955.276821454414	0
Vicentinópolis	GO	-17.724573841	-49.8727939955	8743	736.928471008937	0
Vila Boa	GO	-14.9935788863	-47.0626164559	6171	1064.03555596293	0
Vila Propício	GO	-15.2692031033	-48.814542096	5821	2182.82023869934	0
Açailândia	MA	-4.7859320069	-47.3324713135	112445	5825.77555833645	0
Afonso Cunha	MA	-4.2147901132	-43.2974302178	6524	377.83313977777	0
Água Doce do Maranhão	MA	-2.9469734039	-42.1663581467	12571	453.660477439813	1
Alcântara	MA	-2.3908453173	-44.528189168	22097	1475.58687677047	1
Aldeias Altas	MA	-4.5027456451	-43.3834641414	26532	1975.31103622062	0
Altamira do Maranhão	MA	-4.1196465717	-45.4948117427	8128	716.615059353359	0
Alto Alegre do Maranhão	MA	-4.2093324517	-44.3935452724	27053	388.14752396421	0
Alto Alegre do Pindaré	MA	-3.8804032174	-46.0076341731	31919	1945.50983190797	0
Alto Parnaíba	MA	-9.5084054813	-46.2131512507	11190	11199.7699225899	0
Amapá do Maranhão	MA	-1.6730748386	-45.9480443732	6962	505.959942411038	1
Amarante do Maranhão	MA	-5.2784839371	-46.5819401427	41435	7476.67333550103	0
Anajatuba	MA	-3.2504607181	-44.5902208563	26803	1023.11875037136	1
Anapurus	MA	-3.5438748906	-43.107940763	15732	619.528339602375	1
Apicum-Açu	MA	-1.5261584925	-45.0300107858	17239	493.790677842529	1
Araguanã	MA	-3.0790958249	-45.787333681	15426	811.268831836907	0
Araioses	MA	-2.9730379607	-42.017128358	46440	1825.86822227437	1
Arame	MA	-5.0277102072	-45.9459678576	32701	2996.92152649699	0
Arari	MA	-3.5333806517	-44.7273740497	29848	1112.71695823094	0
Axixá	MA	-2.8198718911	-44.1032848923	12130	205.973623544873	1
Bacabal	MA	-4.1710255378	-44.7580210555	104949	1701.88380767721	0
Bacabeira	MA	-2.9329620769	-44.3673341618	17055	623.447224924687	1
Bacuri	MA	-1.6859371638	-45.1582969271	18582	831.733473346151	1
Bacurituba	MA	-2.6908460673	-44.6326116412	5644	682.410329803193	1
Balsas	MA	-8.2376213873	-46.3427298484	94887	13217.5910794346	0
Barão de Grajaú	MA	-6.5927999213	-43.1881288715	18820	2247.83808961159	0
Barra do Corda	MA	-5.5042925129	-45.1833329999	88212	5239.89299338088	0
Barreirinhas	MA	-2.8412361354	-42.9113103475	62528	3082.90288880993	1
Bela Vista do Maranhão	MA	-3.7578278219	-45.2659529117	11209	149.33397869092	0
Belágua	MA	-3.1013340166	-43.4623321971	7469	578.977999486724	1
Benedito Leite	MA	-7.1203319209	-44.5682779501	5632	1802.76477960066	0
Bequimão	MA	-2.4295428571	-44.7844294031	21280	806.580957994501	1
Bernardo do Mearim	MA	-4.6795602084	-44.6882507604	6043	251.526852849821	0
Boa Vista do Gurupi	MA	-1.7629714391	-46.1785544948	9287	406.004875443233	1
Bom Jardim	MA	-3.9002365319	-46.418134226	41630	6627.96284792283	0
Bom Jesus das Selvas	MA	-4.6007029781	-46.6888571674	34028	2692.16665308007	0
Bom Lugar	MA	-4.3465245571	-45.0209591838	16294	450.006220817605	0
Brejo	MA	-3.6871423136	-42.8284550963	36397	1095.97330239045	1
Brejo de Areia	MA	-4.3651042722	-45.6500587808	9188	993.896605310178	0
Buriti	MA	-3.9003672082	-43.0017595057	28678	1501.93543060193	0
Buriti Bravo	MA	-5.7891680788	-43.8305077061	23884	1606.21984126665	0
Buriticupu	MA	-4.4937464164	-46.3423964632	72358	2560.26871446776	0
Buritirana	MA	-5.5179518538	-47.0613815941	15430	821.638153250755	0
Cachoeira Grande	MA	-3.1200675967	-43.9313216791	9431	715.933757908854	1
Cajapió	MA	-2.863736869	-44.5728730069	11177	919.575685346544	1
Cajari	MA	-3.3906369503	-45.0527258132	19379	668.735804526739	0
Campestre do Maranhão	MA	-6.1761256638	-47.2639858979	14374	617.501541903259	0
Cândido Mendes	MA	-1.6160391885	-45.6758046985	20178	1653.76896199243	1
Cantanhede	MA	-3.6216116046	-44.2626903123	21995	783.207147958299	0
Capinzal do Norte	MA	-4.6821685414	-44.3062071195	10934	598.18920222315	0
Carolina	MA	-7.3732589329	-47.2027206951	24322	6464.61619167027	0
Carutapera	MA	-1.3478052432	-46.0263648613	23807	1240.45610765092	1
Caxias	MA	-4.866685321	-43.2995881522	164880	5287.60051170092	0
Cedral	MA	-1.9808729259	-44.593382533	10675	286.547100806425	1
Central do Maranhão	MA	-2.2548959284	-44.8580865017	8673	322.508735011357	1
Centro do Guilherme	MA	-2.428719643	-46.1170029569	13458	1175.4739456714	0
Centro Novo do Maranhão	MA	-3.0740895328	-46.534444148	21622	8414.46579818525	0
Chapadinha	MA	-3.8487560631	-43.4538410423	79675	3301.8695067221	0
Cidelândia	MA	-5.0571266976	-47.829907936	14697	1467.35528419631	0
Codó	MA	-4.6072415858	-43.8859878948	122859	4425.81218763691	0
Coelho Neto	MA	-4.2480540086	-43.1121658396	49435	993.491236652746	0
Colinas	MA	-6.0556597618	-44.1816178189	41178	2007.1524216547	0
Conceição do Lago-Açu	MA	-3.7979976413	-44.838223839	16237	741.190254926792	0
Coroatá	MA	-4.1022009653	-44.1453117163	65296	2294.70609613579	0
Cururupu	MA	-1.6964329654	-44.8101062267	32695	1105.11197928569	1
Davinópolis	MA	-5.5984745795	-47.2998580608	12908	336.897411329977	0
Dom Pedro	MA	-5.0212806934	-44.3970968513	23350	362.99775601221	0
Duque Bacelar	MA	-4.0992913596	-43.0098129007	11349	323.938463981481	0
Esperantinópolis	MA	-4.8990998189	-44.8905684502	17241	457.25499851596	0
Estreito	MA	-6.7824949319	-47.201269225	41946	2728.71544800317	0
Feira Nova do Maranhão	MA	-6.9975254957	-46.6247341876	8504	1480.78349228212	0
Fernando Falcão	MA	-6.1737990907	-45.3061784321	10360	5132.94188505509	0
Formosa da Serra Negra	MA	-6.5142053783	-46.1862573728	19089	3713.75267432864	0
Fortaleza dos Nogueiras	MA	-6.9418555257	-46.0819278323	12631	1866.12518272708	0
Fortuna	MA	-5.6683778769	-44.0295621977	15552	704.78613954917	0
Godofredo Viana	MA	-1.372982246	-45.7647872948	11819	672.423049490768	1
Gonçalves Dias	MA	-5.152255337	-44.1720009633	17934	895.529300862997	0
Governador Archer	MA	-4.9994977034	-44.2215023511	10840	451.780898482483	0
Governador Edison Lobão	MA	-5.7184850698	-47.3247642822	18296	617.901156058912	0
Governador Eugênio Barros	MA	-5.3852511219	-44.0672398754	16828	828.381358097449	0
Governador Luiz Rocha	MA	-5.5371715459	-44.093309396	7807	378.324554991844	0
Governador Newton Bello	MA	-3.4190950301	-45.9258715412	10180	1152.19152598241	0
Governador Nunes Freire	MA	-2.0617405054	-45.8182131842	25577	1044.86750346705	1
Graça Aranha	MA	-5.4148024134	-44.3181197086	6262	274.942933070839	0
Grajaú	MA	-5.8401840974	-46.0148790807	69527	8923.80197756471	0
Guimarães	MA	-2.1450828829	-44.6429471928	12030	602.330222152107	1
Humberto de Campos	MA	-2.6133878809	-43.5813225622	28717	2165.81953553877	1
Icatu	MA	-2.6211756492	-43.8705005925	27113	1470.36761439889	1
Igarapé do Meio	MA	-3.6564659847	-45.1238291799	14177	372.29569520933	0
Igarapé Grande	MA	-4.5859196932	-44.8195639693	11320	378.333951523289	0
Imperatriz	MA	-5.3397668729	-47.5752441865	258682	1372.78626128733	0
Itaipava do Grajaú	MA	-5.184944591	-45.6784997328	16057	1248.65792419849	0
Itapecuru Mirim	MA	-3.3876157177	-44.2762834814	68203	1490.77015628269	1
Itinga do Maranhão	MA	-4.2712526471	-47.2604553839	26000	3594.20101534486	0
Jatobá	MA	-5.8522220945	-44.2942060705	10153	599.057630658645	0
Jenipapo dos Vieiras	MA	-5.3912059796	-45.5758006108	16515	1978.98236269379	0
João Lisboa	MA	-5.2293272847	-47.1264745282	23632	1139.50344820521	0
Joselândia	MA	-5.0159847648	-44.755420463	16168	711.359351336061	0
Junco do Maranhão	MA	-1.9178940461	-46.1157979138	3432	558.708505159391	1
Lago da Pedra	MA	-4.738995271	-45.2053064582	50266	1252.21866833765	0
Lago do Junco	MA	-4.5225536652	-44.9765703101	10840	331.920202274041	0
Lago dos Rodrigues	MA	-4.5886048384	-44.930918133	8873	223.093534156348	0
Lago Verde	MA	-3.9907295981	-44.883116125	16257	629.914250027551	0
Lagoa do Mato	MA	-6.032194537	-43.4956365747	11250	1537.89218070159	0
Lagoa Grande do Maranhão	MA	-4.9297098542	-45.4030325143	11394	750.739856121755	0
Lajeado Novo	MA	-6.1038972622	-46.9245837602	7550	1052.18975199976	0
Lima Campos	MA	-4.5568964132	-44.4647422365	11893	325.898645684508	0
Loreto	MA	-7.2206588458	-45.2198080217	12157	3630.47241204606	0
Luís Domingues	MA	-1.3884371008	-45.8898883554	6951	467.431022356643	1
Magalhães de Almeida	MA	-3.3005047476	-42.1846180247	19826	443.257964637401	1
Maracaçumé	MA	-1.9842700087	-45.9939633949	21395	640.225397739351	1
Marajá do Sena	MA	-4.7050123433	-45.6285159965	7792	1413.86982977951	0
Maranhãozinho	MA	-2.4125535418	-45.9469078408	16265	766.316489275606	0
Mata Roma	MA	-3.6259001304	-43.2273490199	16829	558.210582328452	0
Matinha	MA	-3.0712608837	-45.001697087	23370	412.92782782662	1
Matões	MA	-5.3885834308	-43.3074415935	33782	2144.0689988666	0
Matões do Norte	MA	-3.7566783706	-44.4777995704	16745	804.42160144793	0
Milagres do Maranhão	MA	-3.4965069561	-42.7951817341	8464	647.452202182273	1
Mirador	MA	-6.4539883699	-44.9510861349	21015	8609.75066596563	0
Miranda do Norte	MA	-3.5314201998	-44.5268515491	28381	345.232294877157	0
Mirinzal	MA	-2.0585416553	-44.8431179341	14962	695.245156924993	1
Monção	MA	-3.4861831759	-45.3229013085	33434	1283.10673995625	0
Montes Altos	MA	-5.8581255693	-47.0413944268	9160	1494.24684404797	0
Morros	MA	-2.9741625698	-43.7769480441	19433	1741.45130910048	1
Nina Rodrigues	MA	-3.4290566582	-43.8130299985	14454	581.186644613609	1
Nova Colinas	MA	-7.1443114744	-46.2645204074	5384	747.562096720954	0
Nova Iorque	MA	-6.7496077408	-44.0397736292	4683	990.555899222468	0
Nova Olinda do Maranhão	MA	-2.8960415405	-45.9552765307	20928	2469.85844572374	0
Olho d'Água das Cunhãs	MA	-4.0946325038	-45.1203486929	19505	702.162202319572	0
Olinda Nova do Maranhão	MA	-2.9754212039	-45.0097881506	14701	199.660196509604	0
Paço do Lumiar	MA	-2.5058534689	-44.1238237749	122197	124.523461649374	1
Palmeirândia	MA	-2.69199132	-45.0233947458	19722	537.589976285807	1
Paraibano	MA	-6.403787064	-43.9239914635	21386	538.212742001733	0
Parnarama	MA	-5.6377594469	-43.4632378845	34907	3294.43938989852	0
Passagem Franca	MA	-6.152673996	-43.7583729032	19019	1379.04770051807	0
Pastos Bons	MA	-6.6322294438	-44.1806657077	19472	1657.21814247183	0
Paulino Neves	MA	-2.8547970897	-42.6110534351	16035	999.766660704396	1
Paulo Ramos	MA	-4.521937457	-45.3943538428	21040	1178.93828569192	0
Pedreiras	MA	-4.6182469149	-44.581326564	39229	264.823018828001	0
Pedro do Rosário	MA	-2.9893352643	-45.430025314	25144	1765.18646011937	0
Penalva	MA	-3.2484520468	-45.2939168497	38470	775.788081373708	0
Peri Mirim	MA	-2.5706664559	-44.8955173747	14318	402.979668220558	1
Peritoró	MA	-4.4198447277	-44.2811820319	23196	835.507383191847	0
Pindaré-Mirim	MA	-3.6914538833	-45.4375004967	32941	275.906464457137	0
Pinheiro	MA	-2.4981150295	-45.1269033885	83387	1527.84512115741	1
Pio XII	MA	-3.8515294661	-45.0931576607	21485	550.560583585179	0
Pirapemas	MA	-3.7828608862	-44.1725935754	18625	698.098370499264	0
Poção de Pedras	MA	-4.7868291381	-44.9118371403	17873	1000.88617915513	0
Porto Franco	MA	-6.3688676149	-47.1801723009	23885	1422.64703011818	0
Porto Rico do Maranhão	MA	-1.8900971822	-44.6352163368	5975	221.392009011941	1
Presidente Dutra	MA	-5.2830753984	-44.4570933649	47804	781.080268549814	0
Presidente Juscelino	MA	-3.0898490755	-44.07805754	12734	359.655355405976	1
Presidente Médici	MA	-2.3189547283	-45.7733687034	7015	440.992318417044	0
Presidente Sarney	MA	-2.5866616381	-45.3612306842	18918	730.663076445886	1
Presidente Vargas	MA	-3.3459247759	-43.9558461118	11193	466.042834370531	1
Primeira Cruz	MA	-2.7013002693	-43.3652249041	15315	1391.24845936849	1
Raposa	MA	-2.4347689873	-44.0880978969	30761	67.2046983207687	1
Riachão	MA	-7.597756741	-46.6523193654	20195	6404.39947828615	0
Ribamar Fiquene	MA	-5.9611546075	-47.313645296	7791	753.053330942544	0
Rosário	MA	-2.9455690295	-44.2021133426	42740	694.254541605669	1
Sambaíba	MA	-7.4318334276	-45.5562687637	5671	2498.99825576783	0
Santa Filomena do Maranhão	MA	-5.5189726069	-44.6185078748	7773	630.483029672431	0
Santa Helena	MA	-2.4205397626	-45.3715383159	42130	2214.52578319955	1
Santa Inês	MA	-3.8385750408	-45.425736822	89044	605.734133303894	0
Santa Luzia	MA	-4.2705099283	-45.928331315	72667	4814.08975174924	0
Santa Luzia do Paruá	MA	-2.539927832	-45.7722860014	25254	1018.19379434612	0
Santa Quitéria do Maranhão	MA	-3.3453868337	-42.8796738101	25642	1463.05081236552	1
Santa Rita	MA	-3.1576755518	-44.3195924298	37855	715.537878914177	1
Santana do Maranhão	MA	-3.197222707	-42.6147016791	13386	951.582465412981	1
Santo Amaro do Maranhão	MA	-2.6210403153	-43.1840935058	15846	1630.18966782702	1
Santo Antônio dos Lopes	MA	-4.8264079146	-44.4811612741	14528	780.358924382006	0
São Benedito do Rio Preto	MA	-3.3753238132	-43.6184552271	18663	946.413886645003	1
São Bento	MA	-2.8001000482	-45.0014531282	45211	473.718956243741	1
São Bernardo	MA	-3.3121360008	-42.4060741848	28507	1029.18417314815	1
São Domingos do Azeitão	MA	-6.8332896022	-44.6173280168	7392	972.09089393217	0
São Domingos do Maranhão	MA	-5.638220411	-44.3365563676	34376	1166.71723170378	0
São Félix de Balsas	MA	-7.0918588564	-44.8834400663	4585	2053.86084233575	0
São Francisco do Brejão	MA	-5.1585039285	-47.3536571526	11798	748.034248427873	0
São Francisco do Maranhão	MA	-6.2086340478	-43.1142457224	12210	2321.87980443741	0
São João Batista	MA	-3.0046496581	-44.7587874424	20665	698.418942924098	1
São João do Carú	MA	-3.5107816149	-46.3794510905	15808	913.310501002175	0
São João do Paraíso	MA	-6.4636790544	-46.9006708629	11177	2062.68810107436	0
São João do Soter	MA	-5.0401760597	-43.7666431383	18543	1460.04105637601	0
São João dos Patos	MA	-6.5595845512	-43.6381589139	25929	1506.04123828981	0
São José de Ribamar	MA	-2.5804468078	-44.0902730458	177687	393.785076488791	1
São José dos Basílios	MA	-5.0399417041	-44.5683029175	7641	357.432978324509	0
São Luís	MA	-2.6314793785	-44.307127637	1101884	845.658689407588	1
São Luís Gonzaga do Maranhão	MA	-4.3773751324	-44.6231371164	18856	919.797742863054	0
São Mateus do Maranhão	MA	-3.98746229	-44.527484811	41529	792.69120181722	0
São Pedro da Água Branca	MA	-5.133522834	-48.3689822088	12690	721.438275399324	0
São Pedro dos Crentes	MA	-6.819579834	-46.7073625875	4668	984.328197451756	0
São Raimundo das Mangabeiras	MA	-7.01367033	-45.6909302467	18868	3548.83404956909	0
São Raimundo do Doca Bezerra	MA	-5.0896714814	-45.1462130354	5237	423.410580659009	0
São Roberto	MA	-5.0189564611	-45.0345547603	6719	229.760479037738	0
São Vicente Ferrer	MA	-2.8770807385	-44.9357110674	22247	385.034214169243	1
Satubinha	MA	-3.9386276637	-45.2592197169	13914	445.909428112777	0
Senador Alexandre Costa	MA	-5.2610455877	-43.9846489666	11141	432.544384655053	0
Senador La Rocque	MA	-5.3882061251	-47.143963519	14293	741.306086980647	0
Serrano do Maranhão	MA	-1.8732078655	-45.0172427908	10253	1177.7907479176	1
Sítio Novo	MA	-6.2278654191	-46.5955776012	18081	3130.67196306172	0
Sucupira do Norte	MA	-6.5098586556	-44.3390035028	10636	1088.14683664902	0
Sucupira do Riachão	MA	-6.4070621663	-43.4852237237	5660	878.150558591183	0
Tasso Fragoso	MA	-8.3319630779	-45.8856413207	8521	4414.0785860711	0
Timbiras	MA	-4.1530382099	-43.813487806	29124	1509.05050962296	0
Timon	MA	-5.1852986065	-42.9808858789	169107	1798.14777995277	0
Trizidela do Vale	MA	-4.5420872452	-44.6753607356	21998	265.434956123642	0
Tufilândia	MA	-3.758040403	-45.5813139491	5840	273.234964535291	0
Tuntum	MA	-5.6104389582	-44.7306241535	41832	3406.95045900424	0
Turiaçu	MA	-1.7676862597	-45.4644504259	35604	2600.7884479175	1
Turilândia	MA	-2.1593917081	-45.4376604777	25619	1525.06127897574	1
Tutóia	MA	-2.912509214	-42.3866231864	58860	1688.35391528569	1
Urbano Santos	MA	-3.2600447201	-43.2807998073	33122	1738.40059810724	1
Vargem Grande	MA	-3.7109444014	-43.8538463638	56510	1987.01368094383	0
Viana	MA	-3.1563119141	-45.0027209133	52441	1180.45275677656	1
Vila Nova dos Martírios	MA	-5.0748606684	-48.0805980787	13392	1190.92167193723	0
Vitória do Mearim	MA	-3.568091271	-44.922140177	32764	724.292956211062	0
Vitorino Freire	MA	-4.2437259228	-45.3124994671	31523	1204.27461011165	0
Zé Doca	MA	-3.2598816345	-45.9126134329	51714	2155.44566052608	0
Abadia dos Dourados	MG	-18.3531740604	-47.4589912769	6989	883.414904600721	0
Abaeté	MG	-19.1027485013	-45.3586749576	23237	1831.52308617424	0
Abre Campo	MG	-20.2731718482	-42.4426343136	13454	479.573818885887	0
Acaiaca	MG	-20.3998320132	-43.1012020427	3994	103.532324425006	0
Açucena	MG	-19.052635026	-42.4507435467	9470	831.283881528056	0
Água Boa	MG	-18.0272794956	-42.2759234317	13735	1347.40476589373	0
Água Comprida	MG	-20.0054588854	-48.0841978236	1999	492.954787849306	0
Aguanil	MG	-20.9737789315	-45.4220241522	4486	233.84319237014	0
Águas Formosas	MG	-17.0416434812	-40.9739048762	19207	842.922795385715	0
Águas Vermelhas	MG	-15.6834142854	-41.5217003535	13539	1290.93206160337	0
Aimorés	MG	-19.6251758446	-41.2139404446	25167	1383.51023773177	0
Aiuruoca	MG	-21.9546120751	-44.6475870741	6003	656.109570402146	0
Alagoa	MG	-22.1866200244	-44.6606344195	2674	162.939743672686	0
Albertina	MG	-22.1985399271	-46.6137027818	3007	58.2574117157072	0
Além Paraíba	MG	-21.8264487361	-42.7464641419	35362	519.114895045572	0
Alfenas	MG	-21.3886887061	-45.9662503408	79996	855.510394341366	0
Alfredo Vasconcelos	MG	-21.1390429756	-43.7125098369	6907	132.576656555989	0
Almenara	MG	-16.0910804293	-40.7237754969	41896	2362.44119212035	0
Alpercata	MG	-18.9837429485	-42.0192039766	7424	170.578094174749	0
Alpinópolis	MG	-20.8597298872	-46.3771001039	19853	456.99516059136	0
Alterosa	MG	-21.2252145733	-46.1536047073	14466	363.991399843075	0
Alto Caparaó	MG	-20.4584250181	-41.8648956372	5847	105.965876557678	0
Alto Jequitibá	MG	-20.4372483068	-41.948846964	8317	155.550667973919	0
Alto Rio Doce	MG	-21.0357605018	-43.4033985367	11000	525.689345505025	0
Alvarenga	MG	-19.4199451829	-41.6954353747	3907	284.609369694351	0
Alvinópolis	MG	-20.111810537	-43.1525085792	15203	609.036714990138	0
Alvorada de Minas	MG	-18.7790191508	-43.3675991279	3606	379.750660988514	0
Amparo do Serra	MG	-20.528181662	-42.8049342076	4713	138.560742706689	0
Andradas	MG	-22.0757691998	-46.5547527611	41077	471.467552692292	0
Andrelândia	MG	-21.7388561986	-44.2697022542	12224	1016.60049761514	0
Angelândia	MG	-17.7032405148	-42.2828350804	8520	189.027095486118	0
Antônio Carlos	MG	-21.4105870156	-43.7663324431	11445	536.912765074048	0
Antônio Dias	MG	-19.5670658638	-42.8763574329	9318	800.712834713828	0
Antônio Prado de Minas	MG	-21.0225429721	-42.1520211124	1598	85.508256003209	0
Araçaí	MG	-19.2348419635	-44.2184439165	2347	189.761158405938	0
Aracitaba	MG	-21.3503348049	-43.4037571029	2063	108.172275235516	0
Araçuaí	MG	-16.9307815944	-41.9931748095	36708	2286.09367196273	0
Araguari	MG	-18.5771185139	-48.2221709029	117267	2733.15301634045	0
Arantina	MG	-21.8969272444	-44.2271778041	2795	90.4376728520761	0
Araponga	MG	-20.6627918721	-42.4988497413	8439	309.506231849958	0
Araporã	MG	-18.4769888367	-49.1273185704	6869	295.88651412895	0
Arapuá	MG	-19.0414523559	-46.1152904607	2834	174.894633464497	0
Araújos	MG	-19.8864128922	-45.1809674811	9273	247.589740029394	0
Araxá	MG	-19.6363970777	-46.9721459809	106229	1168.27773093961	0
Arceburgo	MG	-21.3594707888	-46.9419397009	10772	163.459046464081	0
Arcos	MG	-20.2597134741	-45.5472457333	40092	513.571733221019	0
Areado	MG	-21.3560196458	-46.1422724818	15070	284.678389924537	0
Argirita	MG	-21.6353177474	-42.8325904559	2727	162.093700162846	0
Aricanduva	MG	-17.8811037216	-42.6055623708	5231	247.94954801068	0
Arinos	MG	-15.7506860255	-45.98857487	17875	5313.04646499872	0
Astolfo Dutra	MG	-21.315494066	-42.8793194641	14179	161.577911371352	0
Ataléia	MG	-18.1633743122	-41.1514876105	12868	1885.55642330931	0
Augusto de Lima	MG	-18.1088396601	-44.1980573242	4869	1270.02695118602	0
Baependi	MG	-22.016836178	-44.8221166364	19148	757.537957409796	0
Baldim	MG	-19.262936318	-43.863415747	7826	563.621057400938	0
Bambuí	MG	-20.1109546324	-45.9988760072	23829	1464.53114332495	0
Bandeira	MG	-15.8776771778	-40.5809690384	4795	498.582040563219	0
Bandeira do Sul	MG	-21.7241328472	-46.3848975674	5746	47.4951397448338	0
Barão de Cocais	MG	-19.8917467752	-43.4954955295	32485	345.555918416769	0
Barão de Monte Alto	MG	-21.2647871898	-42.2784329249	5397	202.215758521497	0
Barbacena	MG	-21.2515140277	-43.8006259966	137313	769.135884173468	0
Barra Longa	MG	-20.2756348751	-43.066200831	5131	389.896296896264	0
Barroso	MG	-21.1832290634	-43.9578171732	20810	83.0963738978792	0
Bela Vista de Minas	MG	-19.7980362766	-43.1055876294	10255	110.919177176419	0
Belmiro Braga	MG	-21.9858052472	-43.4687333522	3429	398.695312626479	0
Belo Horizonte	MG	-19.9027392966	-43.9598835098	2512070	335.619704163123	0
Belo Oriente	MG	-19.259416387	-42.4504174525	26700	341.40645078253	0
Belo Vale	MG	-20.4247384538	-44.0599886227	7715	370.408061976256	0
Berilo	MG	-16.8623759339	-42.4942887502	11932	598.706272152957	0
Berizal	MG	-15.6841163915	-41.7617582036	4735	500.394656159983	0
Bertópolis	MG	-16.9745302269	-40.5742438173	4604	440.744973190375	0
Betim	MG	-19.9473629645	-44.199261189	439340	347.917535653343	0
Bias Fortes	MG	-21.6246908868	-43.7736742431	3379	287.259594334017	0
Bicas	MG	-21.7315117745	-43.1048019127	14494	142.300626399327	0
Biquinhas	MG	-18.757144355	-45.5395132389	2515	462.357887009005	0
Boa Esperança	MG	-21.0485608096	-45.6211464811	40127	866.655611725014	0
Bocaina de Minas	MG	-22.2157190413	-44.4827550694	5090	509.04498385064	1
Bocaiúva	MG	-17.2872393119	-43.687382536	49979	3273.76472077538	0
Bom Despacho	MG	-19.6845187882	-45.286115366	50605	1223.39318455536	0
Bom Jardim de Minas	MG	-21.950061488	-44.1269642361	6474	416.857041222488	0
Bom Jesus da Penha	MG	-21.0137636879	-46.5290540504	4217	209.297706237273	0
Bom Jesus do Amparo	MG	-19.7176674549	-43.468641666	6083	198.494405758762	0
Bom Jesus do Galho	MG	-19.7423090493	-42.3510410917	14935	603.987596735616	0
Bom Repouso	MG	-22.4458094861	-46.1843903489	10547	231.060170483587	0
Bom Sucesso	MG	-21.0263622528	-44.784176139	17603	711.796613035108	0
Bonfim	MG	-20.3214502937	-44.2147591563	6868	305.395059874546	0
Bonfinópolis de Minas	MG	-16.4863519863	-46.1903894813	5493	1861.12338154349	0
Bonito de Minas	MG	-14.9944233795	-44.8975720186	11230	3943.6541562576	0
Borda da Mata	MG	-22.2565540481	-46.1517847481	19412	302.730323889032	0
Botelhos	MG	-21.6363739731	-46.4194472492	14971	335.682436009282	0
Botumirim	MG	-16.9378493511	-43.0056389547	6319	1596.05890819256	0
Brás Pires	MG	-20.8751241625	-43.227450514	4333	226.815786442959	0
Brasilândia de Minas	MG	-16.9569833977	-45.9024780578	16538	2526.064521257	0
Brasília de Minas	MG	-16.2427059905	-44.4391208313	32347	1415.5088728219	0
Braúnas	MG	-19.0257254997	-42.7164295991	4801	385.204740597221	0
Brazópolis	MG	-22.4911696288	-45.6279274517	14459	370.180108951683	0
Brumadinho	MG	-20.1778260203	-44.1226757277	40103	647.148020809906	0
Bueno Brandão	MG	-22.4860880847	-46.3552524351	11001	357.880803060731	0
Buenópolis	MG	-17.8805201609	-44.0413802502	10365	1620.28505892419	0
Bugre	MG	-19.3576961747	-42.3108558647	3982	165.151805580167	0
Buritis	MG	-15.453171712	-46.6043682725	24841	5249.87916494436	0
Buritizeiro	MG	-17.2860533436	-45.1918100308	28056	7281.08471597518	0
Cabeceira Grande	MG	-16.0763735674	-47.1237184694	6949	1034.98226336896	0
Cabo Verde	MG	-21.4815660142	-46.3914901872	14075	369.991744674317	0
Cachoeira da Prata	MG	-19.5169794618	-44.4720080465	3603	62.0487526339697	0
Cachoeira de Minas	MG	-22.3624502541	-45.7928007092	11547	306.169123822676	0
Cachoeira de Pajeú	MG	-15.9685117822	-41.4980014114	9412	713.1949377548	0
Cachoeira Dourada	MG	-18.6075171769	-49.4792916437	2692	200.894883440217	0
Caetanópolis	MG	-19.3425106281	-44.4034405815	11624	157.779557430919	0
Caeté	MG	-19.8677718798	-43.636887082	44718	550.136943106596	0
Caiana	MG	-20.7253102511	-41.9084154454	5496	108.769604242499	0
Cajuri	MG	-20.7853073489	-42.7641530661	3987	84.4963935500546	0
Caldas	MG	-21.8908025414	-46.3637107121	14480	714.891330824378	0
Camacho	MG	-20.6408411185	-45.1321750029	2901	224.892947112343	0
Camanducaia	MG	-22.7868667076	-46.0747809357	21770	531.615675809307	1
Cambuí	MG	-22.5827105086	-46.0783346311	29551	245.923819857406	0
Cambuquira	MG	-21.858954427	-45.2618349455	12814	248.333535645447	0
Campanário	MG	-18.2839685314	-41.7344183137	3721	452.689536026477	0
Campanha	MG	-21.8439063351	-45.408450807	16665	338.099955633847	0
Campestre	MG	-21.7104043755	-46.2214874366	21055	580.880815262003	0
Campina Verde	MG	-19.4791300711	-49.8100064552	19745	3649.29412399546	0
Campo Azul	MG	-16.5087505258	-44.7633214168	3817	511.089136894513	0
Campo Belo	MG	-20.9196801472	-45.2559006987	54029	532.484199778809	0
Campo do Meio	MG	-21.1136031236	-45.8496380865	11655	277.161176038339	0
Campo Florido	MG	-19.7134132079	-48.6478366168	8151	1265.13759432973	0
Campos Altos	MG	-19.6048576961	-46.1970512689	15461	714.548934846441	0
Campos Gerais	MG	-21.2588482812	-45.7535867485	28774	774.54724960177	0
Cana Verde	MG	-21.0331108871	-45.1857072042	5603	214.479501575772	0
