nome	uf	lat	lon	pop2019	areakm2	litoral
Mogeiro	PB	-7.2949460773	-35.4974437636	13284	230.529031197666	1
Montadas	PB	-7.0906216144	-35.9430696477	5669	33.9360838255807	0
Monte Horebe	PB	-7.2063840795	-38.5373013337	4816	121.695322120368	0
Monteiro	PB	-7.9078334791	-37.092498263	33222	1045.19471385363	0
Mulungu	PB	-6.9992116488	-35.4242369162	9902	210.186219891798	1
Natuba	PB	-7.5608328002	-35.5636135813	10454	218.539762696544	1
Nazarezinho	PB	-6.9510189629	-38.3258736838	7301	201.639476298918	0
Nova Floresta	PB	-6.4763799897	-36.2061974178	10638	50.6153529275565	0
Nova Olinda	PB	-7.4769035769	-38.01558861	5949	88.6122737432419	0
Nova Palmeira	PB	-6.6757640358	-36.4275674433	4906	330.906115166724	0
Olho d'Água	PB	-7.2839064271	-37.7585971638	6526	628.304067806649	0
Olivedos	PB	-6.9789656176	-36.2516399604	3932	339.479167772894	0
Ouro Velho	PB	-7.6094867166	-37.1373819109	3039	137.078238681916	0
Parari	PB	-7.3267302013	-36.6691770976	1771	220.926325180531	0
Passagem	PB	-7.1149297811	-37.0434106711	2419	118.625952295811	0
Patos	PB	-6.9949821919	-37.3179136706	107605	500.445865648813	0
Paulista	PB	-6.6266815537	-37.609389753	12347	608.874484309351	0
Pedra Branca	PB	-7.4606836907	-38.0799580226	3801	118.717534784382	0
Pedra Lavrada	PB	-6.775073466	-36.38675583	7843	375.097804525854	0
Pedras de Fogo	PB	-7.3363887111	-35.074836752	28458	437.145551341622	1
Pedro Régis	PB	-6.668767732	-35.2911605784	6089	79.2716163703879	1
Piancó	PB	-7.2011396133	-37.9466657657	16075	594.321553944369	0
Picuí	PB	-6.4932710292	-36.3365363423	18703	706.094265901664	0
Pilar	PB	-7.2786795855	-35.2674399154	11917	109.921377169974	1
Pilões	PB	-6.8832124837	-35.608437066	6635	69.2334137931061	1
Pilõezinhos	PB	-6.8478587219	-35.5498507448	4976	47.1891436535017	1
Pirpirituba	PB	-6.7905066978	-35.4958891792	10579	85.870482851941	1
Pitimbu	PB	-7.4311404059	-34.8420839625	19065	147.643543031068	1
Pocinhos	PB	-7.0613797565	-36.0932548236	18564	671.646836403163	0
Poço Dantas	PB	-6.3908959018	-38.5226976921	3888	101.900146782345	0
Poço de José de Moura	PB	-6.5916587199	-38.5003165598	4307	105.814348588212	0
Pombal	PB	-6.7732755577	-37.8513902682	32801	936.187981984984	0
Prata	PB	-7.6971316896	-37.0890618709	4209	203.483485864483	0
Princesa Isabel	PB	-7.6539370945	-38.0050614499	23345	387.030580163551	0
Puxinanã	PB	-7.1487512012	-35.9629937291	13680	77.8090620918998	0
Queimadas	PB	-7.3991975063	-35.9143052761	43967	431.537045609614	0
Quixaba	PB	-7.0417245667	-37.1395252268	1956	166.003662295602	0
Remígio	PB	-6.9265463568	-35.848144546	19621	193.892329633886	1
Riachão	PB	-6.5421053667	-35.6462911969	3588	96.8231424751405	1
Riachão do Bacamarte	PB	-7.2381693649	-35.6694112477	4521	41.1914856860691	1
Riachão do Poço	PB	-7.155232009	-35.2903435252	4509	42.9977672824459	1
Riacho de Santo Antônio	PB	-7.6812695812	-36.138918378	1948	97.5971505843064	0
Riacho dos Cavalos	PB	-6.4777262959	-37.6374091622	8526	278.604504248117	0
Rio Tinto	PB	-6.7969267076	-35.0369886643	24176	503.057918909353	1
Salgadinho	PB	-7.097755316	-36.8393234039	3885	195.702111368268	0
Salgado de São Félix	PB	-7.4145946802	-35.4661076587	12140	217.731593193678	1
Santa Cecília	PB	-7.7301599815	-35.9244169086	6558	240.183484863295	0
Santa Cruz	PB	-6.546664716	-38.0542926101	6583	221.018439065679	0
Santa Helena	PB	-6.7308794506	-38.5844192401	5889	220.262788423627	0
Santa Inês	PB	-7.6666153663	-38.5781927895	3595	339.706699098927	0
Santa Luzia	PB	-6.9180215621	-36.9065156713	15382	483.806057434107	0
Santa Rita	PB	-7.066261474	-35.0004744315	136586	789.052772701201	1
Santa Teresinha	PB	-7.0908261475	-37.4454523933	4573	378.265814397871	0
Santana de Mangueira	PB	-7.6281594304	-38.3312514981	5162	421.898686353833	0
Santana dos Garrotes	PB	-7.3868963408	-37.962342727	7031	372.288949229546	0
Santo André	PB	-7.2205025358	-36.6154323612	2521	210.420595568252	0
São Bentinho	PB	-6.8720150949	-37.707493593	4529	206.647834234078	0
São Bento	PB	-6.4591906423	-37.47142389	34031	262.266956878296	0
São Domingos	PB	-6.8035684411	-37.9512994015	3073	177.974100447849	0
São Domingos do Cariri	PB	-7.5925851742	-36.4020598682	2615	233.291479135687	0
São Francisco	PB	-6.6320195688	-38.0543598541	3392	99.9608908492865	0
São João do Cariri	PB	-7.4528695396	-36.4908133775	4199	695.781266164251	0
São João do Rio do Peixe	PB	-6.7330634376	-38.4179206455	18034	496.777134318161	0
São João do Tigre	PB	-8.0888197244	-36.7875785102	4422	867.033340755647	0
São José da Lagoa Tapada	PB	-6.9412719939	-38.1410056659	7630	359.179822238612	0
São José de Caiana	PB	-7.2595870948	-38.3278537565	6359	185.004425417938	0
São José de Espinharas	PB	-6.8131144413	-37.3797574468	4682	767.306892428316	0
São José de Piranhas	PB	-7.0983790272	-38.4947789124	20251	709.749993502934	0
São José de Princesa	PB	-7.7030070006	-38.0959589044	4003	166.084783212543	0
São José do Bonfim	PB	-7.147390123	-37.3004057766	3557	142.537781602546	0
São José do Brejo do Cruz	PB	-6.2358625813	-37.3586849257	1801	267.625085013631	0
São José do Sabugi	PB	-6.8174167935	-36.8213440089	4141	219.841692246299	0
São José dos Cordeiros	PB	-7.4287826299	-36.8656330325	3628	400.107045904811	0
São José dos Ramos	PB	-7.2402672382	-35.3479998048	5957	105.733949070472	1
São Mamede	PB	-6.927104025	-37.0850981088	7724	562.578066440639	0
São Miguel de Taipu	PB	-7.2412392479	-35.1999283787	7368	99.7801148932284	1
São Sebastião de Lagoa de Roça	PB	-7.0872485078	-35.8520779066	11661	53.5488334943115	0
São Sebastião do Umbuzeiro	PB	-8.1582986511	-37.0150256329	3489	488.335588755463	0
São Vicente do Seridó	PB	-6.9077120981	-36.4470391881	10775	294.711068350629	0
Sapé	PB	-7.055296939	-35.1975887907	52625	340.299422638477	1
Serra Branca	PB	-7.5359316328	-36.7089623725	13699	731.052556834526	0
Serra da Raiz	PB	-6.7055174581	-35.4520270207	3148	31.2910165363137	1
Serra Grande	PB	-7.2179888257	-38.3766951908	2909	87.5501047907742	0
Serra Redonda	PB	-7.1712200166	-35.6631915646	7041	60.0213353868831	1
Serraria	PB	-6.8331895826	-35.6446673991	6099	70.1269032733133	1
Sertãozinho	PB	-6.7421045723	-35.4219042409	5024	35.2996601327531	1
Sobrado	PB	-7.1798011231	-35.2563674533	7783	66.5481887898581	1
Solânea	PB	-6.7526762795	-35.7249800234	26407	250.01021135223	1
Soledade	PB	-7.1020295208	-36.3702807646	14989	597.369217329275	0
Sossêgo	PB	-6.726747828	-36.2103020562	3555	165.307716583578	0
Sousa	PB	-6.7378208877	-38.226656928	69444	775.596025152938	0
Sumé	PB	-7.6774862853	-36.9004270373	16966	889.591977542148	0
Tacima*	PB	-6.5381578699	-35.5183043759	10911	265.239867586297	1
Taperoá	PB	-7.2192188195	-36.8349850142	15376	684.238308103593	0
Tavares	PB	-7.6005617008	-37.8913664011	14726	249.850233241836	0
Teixeira	PB	-7.2450429377	-37.2403461289	15161	170.316391727239	0
Tenório	PB	-6.9610119248	-36.6241398956	3058	112.03641045412	0
Triunfo	PB	-6.6064952549	-38.5733945694	9455	230.282537891646	0
Uiraúna	PB	-6.5083742217	-38.39234054	15242	308.887450325482	0
Umbuzeiro	PB	-7.6807641146	-35.7380910114	9907	200.112901649126	1
Várzea	PB	-6.7887666047	-37.030242378	2810	202.059448181238	0
Vieirópolis	PB	-6.5598572005	-38.2673833338	5348	154.098838429156	0
Vista Serrana	PB	-6.7562507256	-37.575973144	3798	64.7785594881268	0
Zabelê	PB	-8.0769070342	-37.0961600913	2240	115.910919897139	0
Abreu e Lima	PE	-7.879309602	-35.0193400934	99990	136.295409972678	1
Afogados da Ingazeira	PE	-7.7371035097	-37.6200037987	37259	398.484885619512	0
Afrânio	PE	-8.6189290994	-41.0053952936	19635	1534.89329991304	0
Agrestina	PE	-8.456524119	-35.945312319	24885	214.684548035825	1
Água Preta	PE	-8.7288142696	-35.4817761641	36771	573.256895571188	1
Águas Belas	PE	-9.0870441399	-37.0386478627	43443	938.919472010734	0
Alagoinha	PE	-8.4939783194	-36.7554297818	14636	229.988282307781	0
Aliança	PE	-7.6027949826	-35.1931145701	38386	293.448625136947	1
Altinho	PE	-8.4899186913	-36.09864525	22972	483.653957491177	0
Amaraji	PE	-8.3653801539	-35.4657367508	22829	252.620858808896	1
Angelim	PE	-8.8915418516	-36.2767437337	11150	125.934354201758	1
Araçoiaba	PE	-7.793236711	-35.0761374227	20524	104.043962324423	1
Araripina	PE	-7.6079484576	-40.4848041355	84418	2105.0933862384	0
Arcoverde	PE	-8.3848422218	-37.0103309303	74338	342.851068639811	0
Barra de Guabiraba	PE	-8.4165642532	-35.6327752285	14385	129.121760630469	1
Barreiros	PE	-8.8201946768	-35.258630126	42659	251.377343668812	1
Belém de Maria	PE	-8.6050593491	-35.815059483	12073	80.5167050430857	1
Belém do São Francisco	PE	-8.5835640979	-38.9819398442	20729	1910.87633620705	0
Belo Jardim	PE	-8.2589279979	-36.405183301	76439	690.397088319415	0
Betânia	PE	-8.2652924074	-37.9876529463	12719	1308.47365373597	0
Bezerros	PE	-8.217908792	-35.7824054716	60798	526.169979279101	1
Bodocó	PE	-7.6559062764	-39.9647455983	38146	1675.91838202176	0
Bom Conselho	PE	-9.202682648	-36.6840128717	48554	841.901075355578	1
Bom Jardim	PE	-7.785541656	-35.5874439384	39184	234.634698725858	1
Bonito	PE	-8.4955249178	-35.7075332816	38134	418.316961151575	1
Brejão	PE	-9.0267481828	-36.5298698292	8993	170.082803217288	0
Brejinho	PE	-7.336555013	-37.3207473926	7487	112.416231942514	0
Brejo da Madre de Deus	PE	-8.0756432617	-36.2814129484	50742	813.560426729657	0
Buenos Aires	PE	-7.7379192474	-35.347239314	13155	100.330877300107	1
Buíque	PE	-8.6490402995	-37.120868865	58378	1399.00198168392	0
Cabo de Santo Agostinho	PE	-8.2694806965	-35.0848124085	207048	484.272467242625	1
Cabrobó	PE	-8.3865510039	-39.3293522632	34221	1725.96413727236	0
Cachoeirinha	PE	-8.484928151	-36.2909446986	20380	191.257918975242	0
Caetés	PE	-8.8039507788	-36.6591871443	28739	313.623515042089	0
Calçado	PE	-8.7505754471	-36.3217539804	11053	130.057663654258	0
Calumbi	PE	-8.0039158555	-38.0786828697	5750	188.473753253156	0
Camaragibe	PE	-7.9868343889	-34.9957625227	157828	55.371127528934	1
Camocim de São Félix	PE	-8.3494381683	-35.7718857919	18765	77.7007699342896	1
Camutanga	PE	-7.4331228647	-35.2995662884	8551	40.4151571941247	1
Canhotinho	PE	-8.8932258623	-36.1769041159	24804	451.890380370832	1
Capoeiras	PE	-8.6870485275	-36.5990636132	20048	357.83165029225	0
Carnaíba	PE	-7.7962302267	-37.7271602793	19551	450.948921579985	0
Carnaubeira da Penha	PE	-8.4091937366	-38.7215318967	12932	1050.66051056617	0
Carpina	PE	-7.8195598007	-35.3056012258	83641	159.045480644645	1
Caruaru	PE	-8.1799800715	-36.0165880831	361118	984.793598618934	1
Casinhas	PE	-7.7563806075	-35.7213827216	14341	124.305499729326	1
Catende	PE	-8.6758578765	-35.7304809272	42892	222.240318296229	1
Cedro	PE	-7.7438232534	-39.2037379855	11807	155.030089102984	0
Chã de Alegria	PE	-7.9993416539	-35.2225674943	13518	52.3277873157721	1
Chã Grande	PE	-8.229523354	-35.4739790639	21698	91.2248254256211	1
Condado	PE	-7.596312954	-35.0986774422	26421	96.7571691936829	1
Correntes	PE	-9.1147115835	-36.3386790142	18207	338.84052377889	1
Cortês	PE	-8.4330139424	-35.5307596621	12578	108.862361399375	1
Cumaru	PE	-8.0399526764	-35.7207720811	10906	313.482247209814	1
Cupira	PE	-8.5830101699	-35.9313760205	24107	101.856363432626	1
Custódia	PE	-8.1738421796	-37.6815545602	37111	1480.49087142711	0
Dormentes	PE	-8.4961974257	-40.6202973532	18908	1587.1486957531	0
Escada	PE	-8.3698172848	-35.2645018847	68875	368.639856751881	1
Exu	PE	-7.5160809227	-39.7481493171	31825	1388.74556700735	0
Feira Nova	PE	-7.9528933937	-35.3832407158	22131	115.934400971821	1
Fernando de Noronha	PE	-3.8573012196	-32.4268006521	3061	18.9279244447764	0
Ferreiros	PE	-7.476820358	-35.2431412589	12123	95.5495926670615	1
Flores	PE	-7.9399231759	-37.8947640902	22624	1047.96168874982	0
Floresta	PE	-8.566579339	-38.3058220924	32873	3823.01658009503	0
Frei Miguelinho	PE	-7.9350865616	-35.8849962475	15457	227.833610590606	0
Gameleira	PE	-8.6129303787	-35.39260893	31052	275.371737062912	1
Garanhuns	PE	-8.9290882849	-36.5011355805	139788	488.249640604764	0
Glória do Goitá	PE	-8.0131492866	-35.3393738571	30604	249.598828833228	1
Goiana	PE	-7.5969750654	-34.9424692292	79758	481.927973920413	1
Granito	PE	-7.7884407814	-39.6942957713	7486	542.115880870908	0
Gravatá	PE	-8.198597467	-35.5640302735	84074	544.414035213605	1
Iati	PE	-9.1434706677	-36.9010565065	19197	673.857849093283	0
Ibimirim	PE	-8.5924685008	-37.6078497834	29235	2011.10247271735	0
Ibirajuba	PE	-8.6133981718	-36.2014202098	7762	202.441139392806	0
Igarassu	PE	-7.8177301978	-34.9604681068	117019	330.222426393668	1
Iguaracy	PE	-7.8455607772	-37.4031370986	12228	885.826615564784	0
Ilha de Itamaracá	PE	-7.7594951376	-34.8547043304	26258	72.1435698447882	1
Inajá	PE	-8.8082388213	-37.8464374058	23247	1229.85151485814	0
Ingazeira	PE	-7.7138605402	-37.4161317673	4548	257.515688173936	0
Ipojuca	PE	-8.4374425747	-35.0879751749	96204	568.793997785062	1
Ipubi	PE	-7.4978602701	-40.2173976247	30854	718.247134491348	0
Itacuruba	PE	-8.7492769441	-38.7285627198	4918	449.66933502951	0
Itaíba	PE	-8.9843278606	-37.2958185491	26349	1122.72941738718	0
Itambé	PE	-7.4500089906	-35.1343702225	36447	328.894663484099	1
Itapetim	PE	-7.3975444957	-37.1432363857	13616	428.879636352413	0
Itapissuma	PE	-7.7458446892	-34.9073409079	26651	80.2716743735145	1
Itaquitinga	PE	-7.6863842872	-35.032561483	16955	175.751590734846	1
Jaboatão dos Guararapes	PE	-8.1521582182	-35.003360886	702298	279.41823995514	1
Jaqueira	PE	-8.7433102539	-35.807829029	11656	93.4496258093482	1
Jataúba	PE	-8.0552091055	-36.5338630423	17150	760.885622531004	0
Jatobá	PE	-9.2077549474	-38.2137881837	14796	291.650672715864	0
João Alfredo	PE	-7.8599348409	-35.5939608949	33822	150.230533292621	1
Joaquim Nabuco	PE	-8.5618886814	-35.5444607381	16023	130.959855320441	1
Jucati	PE	-8.7440666228	-36.4595566799	11424	128.469659091138	0
Jupi	PE	-8.715471625	-36.3939703159	14836	111.907804736791	0
Jurema	PE	-8.7554286864	-36.1427466763	15378	158.372960073698	1
Lagoa de Itaenga	PE	-7.9097668615	-35.2941412786	21429	61.7009136521964	1
Lagoa do Carro	PE	-7.8525884501	-35.3367241601	18071	75.0108544603714	1
Lagoa do Ouro	PE	-9.1621915699	-36.4651618293	13145	211.681274416694	1
Lagoa dos Gatos	PE	-8.6823657272	-35.895583594	16290	240.854488986494	1
Lagoa Grande	PE	-8.7773809814	-40.2230049795	25601	1913.19476291031	0
Lajedo	PE	-8.6779541097	-36.2862939362	40288	201.747444913778	0
Limoeiro	PE	-7.8477244716	-35.4478606863	56250	294.427572614395	1
Macaparana	PE	-7.5276654599	-35.4502105413	25376	116.225435672342	1
Machados	PE	-7.7046009297	-35.5002632951	16088	64.5445028469042	1
Manari	PE	-8.8929235732	-37.554223276	21434	363.775018257288	0
Maraial	PE	-8.8342091173	-35.7617105454	11345	214.250233753171	1
Mirandiba	PE	-8.1575083532	-38.73606325	15390	859.259685579723	0
Moreilândia	PE	-7.6180482589	-39.5223446423	11270	419.495246012991	0
Moreno	PE	-8.1438380583	-35.1469058867	62784	211.48251814348	1
Nazaré da Mata	PE	-7.7371956436	-35.2331685995	32471	140.738962597954	1
Olinda	PE	-7.993098027	-34.8661273882	392482	45.0846352054209	1
Orobó	PE	-7.705821619	-35.59859946	23884	148.935190109962	1
Orocó	PE	-8.4721151286	-39.5910731781	14991	576.547054548839	0
Ouricuri	PE	-7.9648427541	-40.1641490562	69459	2463.45556846163	0
Palmares	PE	-8.6565628641	-35.6299456158	63250	364.187376433888	1
Palmeirina	PE	-9.0114133894	-36.2778520681	7693	180.080560458388	1
Panelas	PE	-8.6651022763	-36.0491411592	26474	406.754749539218	1
Paranatama	PE	-8.8939414816	-36.7071120658	11523	197.024078926979	0
Parnamirim	PE	-8.1617583382	-39.7696226333	22010	2721.15812473608	0
Passira	PE	-8.0123859516	-35.5464606812	28933	351.101098996017	1
Paudalho	PE	-7.906154103	-35.1550238893	56506	296.373720433362	1
Paulista	PE	-7.9281548365	-34.883262405	331774	105.242222319905	1
Pedra	PE	-8.697386526	-36.8999323148	22617	977.831548751847	0
Pesqueira	PE	-8.390752596	-36.7394674963	67395	1042.4067793684	0
Petrolândia	PE	-8.8993298179	-38.3078939356	36548	1108.29739662869	0
Petrolina	PE	-9.0197948632	-40.5723591858	349145	4709.74521616259	0
Poção	PE	-8.2247733309	-36.7117161799	11302	217.210037153748	0
Pombos	PE	-8.1816820402	-35.3872953436	27091	258.117887899758	1
Primavera	PE	-8.3269442372	-35.3909351769	14966	121.705829297991	1
Quipapá	PE	-8.8360645336	-36.028679552	26037	246.606896944726	1
Quixaba	PE	-7.7176098976	-37.8490738701	6813	221.888054603767	0
Recife	PE	-8.0392254114	-34.9331747268	1645727	236.108227525043	1
Riacho das Almas	PE	-8.0819508018	-35.882899617	20546	336.322219412051	0
Ribeirão	PE	-8.5046105965	-35.3665139023	47415	311.794160590622	1
Rio Formoso	PE	-8.6750689613	-35.2181502079	23535	245.1103356638	1
Sairé	PE	-8.3033630746	-35.6845882063	9932	203.183522245814	1
Salgadinho	PE	-7.916144945	-35.5938184433	10919	93.676173221964	1
Salgueiro	PE	-8.1290369827	-39.0908677101	60930	1759.38674161903	0
Saloá	PE	-8.9916000009	-36.7389457437	15843	267.274449711466	0
Sanharó	PE	-8.365310163	-36.5495684802	26462	286.01885359093	0
Santa Cruz	PE	-8.291051028	-40.3018570116	15398	1299.06277256883	0
Santa Cruz da Baixa Verde	PE	-7.849491552	-38.175711936	12592	120.714566751147	0
Santa Cruz do Capibaribe	PE	-7.8895675497	-36.3252946824	107937	357.713217731187	0
Santa Filomena	PE	-8.2236108109	-40.5715165643	14477	1037.76334481984	0
Santa Maria da Boa Vista	PE	-8.6297257428	-39.9143557362	41931	3112.01562528547	0
Santa Maria do Cambucá	PE	-7.8247479139	-35.8828969541	14137	98.7065621355211	0
Santa Terezinha	PE	-7.4304342565	-37.4365167974	11815	211.682769726796	0
São Benedito do Sul	PE	-8.8092673959	-35.9067072641	15895	171.800895997979	1
São Bento do Una	PE	-8.535920025	-36.4506379725	59504	766.173022496692	0
São Caitano	PE	-8.3288313456	-36.1480075353	37245	408.615119968864	0
São João	PE	-8.8799585931	-36.3775827618	22793	275.370863315015	0
São Joaquim do Monte	PE	-8.4550717034	-35.842731425	21356	248.62358994443	1
São José da Coroa Grande	PE	-8.8655558536	-35.1850957046	21298	74.7383036936662	1
São José do Belmonte	PE	-7.8657615167	-38.7456670109	33959	1541.50344780447	0
São José do Egito	PE	-7.5280194032	-37.2731070857	33951	840.323785233823	0
São Lourenço da Mata	PE	-8.023569562	-35.1040909739	113230	282.837781181958	1
São Vicente Ferrer	PE	-7.6061533096	-35.489955017	18018	122.56079897217	1
Serra Talhada	PE	-8.0360999589	-38.3697280944	86350	3125.10501016086	0
Serrita	PE	-7.850467162	-39.3815375423	19165	1601.3628714998	0
Sertânia	PE	-8.2105597351	-37.3370824349	35907	2560.47437868025	0
Sirinhaém	PE	-8.5720169022	-35.1720427742	45865	403.884300461472	1
Solidão	PE	-7.5848510038	-37.6513291035	6007	145.982893626579	0
Surubim	PE	-7.8918601705	-35.7545258217	65089	271.170955083109	1
Tabira	PE	-7.5775522699	-37.5136812499	28534	409.738377364821	0
Tacaimbó	PE	-8.3479961147	-36.2701571613	12874	242.891772209912	0
Tacaratu	PE	-8.9567991013	-38.0764914282	25765	1328.79687984163	0
Tamandaré	PE	-8.7455963264	-35.229646598	23388	230.907366437807	1
Taquaritinga do Norte	PE	-7.8694378611	-36.1304550845	28775	507.836564571474	0
Terezinha	PE	-9.0775556188	-36.6308408689	7169	161.064593498958	0
Terra Nova	PE	-8.1453175214	-39.3892113138	10096	308.259087933464	0
Timbaúba	PE	-7.5339240175	-35.3404853424	53022	315.490048663473	1
Toritama	PE	-7.9990215946	-36.0557253911	45219	27.4880270972138	0
Tracunhaém	PE	-7.7589881926	-35.1604705342	13769	146.147934689202	1
Trindade	PE	-7.7277991743	-40.2950046884	30521	305.961393830375	0
Triunfo	PE	-7.8498537026	-38.0666286282	15254	201.327902981039	0
Tupanatinga	PE	-8.6838719965	-37.2802786189	27304	1005.34315629327	0
Tuparetama	PE	-7.6881121358	-37.2639379822	8202	188.959478515096	0
Venturosa	PE	-8.6150140319	-36.805319399	18482	356.294949488116	0
Verdejante	PE	-7.9758604623	-38.9890859024	9534	496.901547321691	0
Vertente do Lério	PE	-7.7776490946	-35.8154682625	7618	78.9223408191008	0
Vertentes	PE	-7.8900592807	-35.9822992837	20731	210.099691910558	0
Vicência	PE	-7.6595259826	-35.3572237598	32643	245.480673184623	1
Vitória de Santo Antão	PE	-8.1500213446	-35.2876319495	138757	361.852171152307	1
Xexéu	PE	-8.8362054823	-35.6533053714	14725	118.912228056133	1
Acauã	PI	-8.306073689	-41.001854174	7084	1317.7142932034	0
Agricolândia	PI	-5.7681939344	-42.682358186	5139	114.72697004343	0
Água Branca	PI	-5.9139954564	-42.6280693365	17411	99.0545477753002	0
Alagoinha do Piauí	PI	-6.9293390375	-40.9197628798	7651	552.158153460968	0
Alegrete do Piauí	PI	-7.2006613578	-40.7911571601	4915	267.919572482373	0
Alto Longá	PI	-5.3790791559	-42.1549804334	14304	1778.40698639016	0
Altos	PI	-5.0149048803	-42.4697257289	40524	978.3878423636	0
Alvorada do Gurguéia	PI	-8.455966336	-43.9683394104	5419	2162.14751456052	0
Amarante	PI	-6.370198064	-42.7880599386	17598	1178.17769740997	0
Angical do Piauí	PI	-6.1068392739	-42.7501489768	6788	227.92785801831	0
Anísio de Abreu	PI	-9.2141062665	-43.0419617931	9880	344.076315161371	0
Antônio Almeida	PI	-7.2191338197	-44.2028917633	3164	654.286392168358	0
Aroazes	PI	-6.1245055928	-41.8304234025	5835	842.297425829997	0
Aroeiras do Itaim	PI	-7.2441314715	-41.5245910101	2551	264.045800842593	0
Arraial	PI	-6.61808564	-42.5203095401	4727	697.271028297183	0
Assunção do Piauí	PI	-5.8799737737	-41.0687785813	7846	1740.97318936286	0
Avelino Lopes	PI	-10.1663461592	-43.9510978359	11289	1323.92410073256	0
Baixa Grande do Ribeiro	PI	-8.5057527727	-45.1609804209	11586	7883.06637185028	0
Barra D'Alcântara	PI	-6.5295040131	-42.1063979568	3951	269.573252909644	0
Barras	PI	-4.1899148971	-42.3682780694	47066	1758.08575905086	0
Barreiras do Piauí	PI	-9.9831352235	-45.6940063347	3348	2043.75501139627	0
Barro Duro	PI	-5.8018669995	-42.5027624606	7032	162.844191193373	0
Batalha	PI	-4.0178724383	-42.0576401426	26857	1627.01597033086	1
Bela Vista do Piauí	PI	-7.9960875922	-41.855745787	4015	511.753357536747	0
Belém do Piauí	PI	-7.3901520599	-40.9824167141	3566	250.851501465773	0
Beneditinos	PI	-5.4698909661	-42.4039415706	10467	805.91417195693	0
Bertolínia	PI	-7.7454440151	-43.876374299	5501	1243.28439920771	0
Betânia do Piauí	PI	-8.1136859781	-40.7513698543	6205	599.161942089765	0
Boa Hora	PI	-4.3542905349	-42.1062054007	6781	345.562538432948	0
Bocaina	PI	-6.9064075505	-41.3074862159	4500	276.126770958441	0
Bom Jesus	PI	-9.2457936342	-44.5402578358	25179	5533.7212769044	0
Bom Princípio do Piauí	PI	-3.1576918176	-41.6303901013	5630	535.400585681679	1
Bonfim do Piauí	PI	-9.1715602754	-42.8756376325	5670	294.753108486484	0
Boqueirão do Piauí	PI	-4.5392329353	-42.1086141123	6407	284.883926931154	0
Brasileira	PI	-4.1209324207	-41.6361320736	8329	904.191981823487	0
Brejo do Piauí	PI	-8.3824235363	-42.7909486469	3875	2311.95957833365	0
Buriti dos Lopes	PI	-3.2397746504	-41.8037800376	19781	708.792703583039	1
Buriti dos Montes	PI	-5.1451626567	-41.2219022706	8244	2710.02930024482	0
Cabeceiras do Piauí	PI	-4.4320066941	-42.333775269	10586	622.172237360495	0
Cajazeiras do Piauí	PI	-6.7819080698	-42.4593146241	3559	525.456115839848	0
Cajueiro da Praia	PI	-2.9928378979	-41.3620902736	7642	279.349539226008	1
Caldeirão Grande do Piauí	PI	-7.3076779543	-40.6229137758	5776	483.898841281598	0
Campinas do Piauí	PI	-7.6504091949	-41.86472983	5613	851.76211849199	0
Campo Alegre do Fidalgo	PI	-8.2828151959	-41.8214761008	5045	674.183608233704	0
Campo Grande do Piauí	PI	-7.1830341627	-41.0653296612	5943	321.050032059221	0
Campo Largo do Piauí	PI	-3.8811489289	-42.5459715514	7279	487.979457445781	0
Campo Maior	PI	-4.8773782622	-42.1456051589	46833	1714.99431270666	0
Canavieira	PI	-7.5575772067	-43.5584186989	3950	2197.49876879898	0
Canto do Buriti	PI	-8.3425746324	-43.3376085074	21187	4399.30485492227	0
Capitão de Campos	PI	-4.5256505152	-41.9011114196	11417	606.874090447315	0
Capitão Gervásio Oliveira	PI	-8.5293774723	-41.9012622032	4100	1161.86477634471	0
Caracol	PI	-9.0890881739	-43.3467226672	10916	1638.16111612448	0
Caraúbas do Piauí	PI	-3.5646222617	-41.8242385814	5868	483.399053282261	1
Caridade do Piauí	PI	-7.7038326739	-40.9551892848	5067	516.49104515845	0
Castelo do Piauí	PI	-5.3181430857	-41.5718545434	19716	2078.70933413426	0
Caxingó	PI	-3.3918900595	-41.8509748377	5424	500.472450823433	1
Cocal	PI	-3.4536758501	-41.5423027293	27787	1329.09457278213	1
Cocal de Telha	PI	-4.6223680261	-41.9607609077	4891	289.016394724701	0
Cocal dos Alves	PI	-3.6303379175	-41.4208388552	6153	333.874090748856	1
Coivaras	PI	-5.1001587739	-42.2844342328	4020	496.506074350076	0
Colônia do Gurguéia	PI	-8.1812489112	-43.6965076805	6484	437.235707575833	0
Colônia do Piauí	PI	-7.2941455573	-42.1871765776	7656	969.669373583375	0
Conceição do Canindé	PI	-7.9039640934	-41.5781572526	4803	853.332459184791	0
Coronel José Dias	PI	-8.8955942209	-42.3347442409	4682	1956.9446149091	0
Corrente	PI	-10.3916030765	-45.1396971773	26644	3077.27206603597	0
Cristalândia do Piauí	PI	-10.7418856222	-45.1136354777	8294	1214.34562774686	0
Cristino Castro	PI	-8.7821721075	-43.9615407919	10423	1872.4930819158	0
Curimatá	PI	-9.9408284048	-44.3071073911	11388	2367.06991475122	0
Currais	PI	-8.8224899234	-44.6733123775	4954	3192.24820616157	0
Curral Novo do Piauí	PI	-7.8865809668	-40.7667916176	5343	759.233394483595	0
Curralinhos	PI	-5.6161480326	-42.8467976602	4443	352.643054228164	0
Demerval Lobão	PI	-5.3392932408	-42.671648621	13817	221.265968207615	0
