nome_geografico	latitude	longitude	sigla_categoria	nm_classe	sigla_unid_federacao
Heliponto Hotel Ariau Amazon Towers	-3.09471	-60.4331	AER	pista_ponto_pouso	AM
Aeródromo Paa-Piu	2.72694	-62.9506	AER	pista_ponto_pouso	RR
Aeródromo Mutum	4.45035	-59.8506	AER	pista_ponto_pouso	RR
Aeródromo Manalai	5.08417	-60.3789	AER	pista_ponto_pouso	RR
Aeródromo Las Casas	-7.97642	-50.0213	AER	pista_ponto_pouso	PA
Aeródromo Pedra Preta	4.71306	-60.4764	AER	pista_ponto_pouso	RR
Aeródromo Caramambatai (Mapae)	5.12306	-60.5858	AER	pista_ponto_pouso	RR
Aeródromo Fazenda Água Branca	-21.5857	-52.8696	AER	pista_ponto_pouso	MS
Aeródromo Saint-Exupéry	-22.4816	-49.986	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Bom Retiro	-22.8	-50.0469	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Nova Califórnia	-22.4665	-51.2008	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Guadalupe	-20.9836	-50.5259	AER	pista_ponto_pouso	SP
Aeródromo Usina Mandu	-20.484	-48.3734	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Vaca Branca	-9.52444	-56.2397	AER	pista_ponto_pouso	MT
Aeródromo Fazenda Agropecuária Lobo LTDA	-19.7115	-52.7275	AER	pista_ponto_pouso	MS
Aeródromo Fazenda Capão Alto	-21.6954	-54.8158	AER	pista_ponto_pouso	MS
Aeródromo Fazenda Quatro Irmãos	-20.8769	-53.556	AER	pista_ponto_pouso	MS
Aeródromo Walter Ewaldo Siegel	-27.3486	-49.8218	AER	pista_ponto_pouso	SC
Fazenda Arco de Canto	-28.5504	-51.5967	AER	pista_ponto_pouso	RS
Aeródromo Sta. Terezinha	-28.0524	-51.9589	AER	pista_ponto_pouso	RS
Aeródromo de Itapiranga	-27.1418	-53.686	AER	pista_ponto_pouso	SC
Aeródromo Municipal João Winckler	-26.8746	-52.3729	AER	pista_ponto_pouso	SC
Aeródromo Hugo Werner	-26.1603	-49.8322	AER	pista_ponto_pouso	SC
Aeródromo Rancho Sumidor	-27.1928	-49.8324	AER	pista_ponto_pouso	SC
Aeródromo Fazenda São Miguel da Catequese	-22.0807	-53.5208	AER	pista_ponto_pouso	MS
Aeródromo João Galdino	-23.0276	-50.227	AER	pista_ponto_pouso	PR
Aeroporto Frederico Westphalen	-27.3476	-53.404	AER	pista_ponto_pouso	RS
Aeródromo Fazenda Califórnia	-20.4302	-48.602	AER	pista_ponto_pouso	SP
Aeródromo Usina Catanduva	-21.1287	-48.845	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santana	-22.1783	-50.8648	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Maria	-19.7219	-51.9508	AER	pista_ponto_pouso	MS
Aeroporto Cassilândia	-19.1468	-51.6773	AER	pista_ponto_pouso	MS
Aeródromo Chácara Serradinho	-21.2645	-48.3558	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Adriana	-22.6932	-54.2174	AER	pista_ponto_pouso	MS
Aeródromo Cachoeira Branca	-20.8912	-53.4059	AER	pista_ponto_pouso	MS
Aeródromo Fazenda Mosquito	-20.7472	-47.8901	AER	pista_ponto_pouso	SP
Usina São Luiz	-22.9477	-49.7642	AER	pista_ponto_pouso	SP
Aeródromo Usina Santa Luiza	-21.5091	-48.1966	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Esmeralda	-22.5848	-51.3038	AER	pista_ponto_pouso	SP
Fazenda Barra Grande	-23.5892	-50.036	AER	pista_ponto_pouso	PR
Aeródromo Monte Alto	-21.2595	-48.5231	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Jatiuca	-20.1708	-52.9346	AER	pista_ponto_pouso	MS
Aeródromo Fazenda Mimoso	-19.0495	-52.967	AER	pista_ponto_pouso	MS
Aeródromo Rio Brilhante	-21.8481	-54.5342	AER	pista_ponto_pouso	MS
Aeródromo Frigorífico Santa Marina	-21.7443	-52.4811	AER	pista_ponto_pouso	MS
Aeródromo Fazenda Vaticano	-21.2866	-56.1202	AER	pista_ponto_pouso	MS
Aeródromo Calciolândia	-20.2498	-45.6468	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Bonanza	-22.1535	-49.3035	AER	pista_ponto_pouso	SP
Aeródromo Cristal	-22.1816	-50.4928	AER	pista_ponto_pouso	SP
Fazenda Maristela	-22.9522	-45.6092	AER	pista_ponto_pouso	SP
Fazenda Centro de Vôo a Vela Ipuã	-23.0424	-45.7746	AER	pista_ponto_pouso	SP
Pista de Pouso da Fazenda Santa Efigênia	-21.026	-46.4445	AER	pista_ponto_pouso	MG
Nascimento I	-23.6192	-46.9832	AER	pista_ponto_pouso	SP
Fazenda Caiçara	-24.0688	-46.8279	AER	pista_ponto_pouso	SP
Três Marias	-23.1874	-47.0761	AER	pista_ponto_pouso	SP
Fazenda Vale Eldorado - Dr José de Aguiar Leme	-23.0062	-46.6373	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Francisco	-19.3847	-53.0443	AER	pista_ponto_pouso	MS
Centro Nacional de Pára-Quedismo	-23.2983	-47.6922	AER	pista_ponto_pouso	SP
Fazenda J Campos	-23.2035	-48.1025	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Aimorés	-22.7868	-54.5916	AER	pista_ponto_pouso	MS
Aeródromo São Carlos	-22.2138	-57.3071	AER	pista_ponto_pouso	MS
Fazenda Royal	-23.5034	-48.0004	AER	pista_ponto_pouso	SP
Aero do Vale Miracatu	-24.3054	-47.5029	AER	pista_ponto_pouso	SP
Fazenda Jequitibá	-23.8457	-48.4479	AER	pista_ponto_pouso	SP
Fazenda das Represas	-23.8763	-48.0513	AER	pista_ponto_pouso	SP
Nascimento II	-24.0728	-48.2224	AER	pista_ponto_pouso	SP
Aeródromo Clube CEU	-22.9811	-43.3928	AER	pista_ponto_pouso	RJ
Banaer	-24.4191	-47.8686	AER	pista_ponto_pouso	SP
Balneário São Januário	-24.8695	-47.7622	AER	pista_ponto_pouso	SP
Fazenda Agropecuária Gomes	-23.6346	-49.1453	AER	pista_ponto_pouso	SP
Aeródromo Tietê	-23.1048	-47.724	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Real	-23.0366	-48.4411	AER	pista_ponto_pouso	SP
Aeródromo Pouso na Serra	-27.8633	-49.5784	AER	pista_ponto_pouso	SC
Aeródromo Fazenda Quatrirmãs	-22.9489	-48.6648	AER	pista_ponto_pouso	SP
Aeródromo Sítio São José	-21.7994	-48.5443	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Dulcina	-23.5611	-49.2557	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Francisco	-23.4742	-49.546	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Campo Alegre	-23.1552	-49.2086	AER	pista_ponto_pouso	SP
Aeródromo Domélia	-22.7452	-49.2911	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Tabaroa	-22.7976	-49.269	AER	pista_ponto_pouso	SP
Edra Aeronáutica	-22.4402	-47.7012	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Cresciumal	-22.1486	-47.2783	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santo Antônio Oriçanga	-22.2332	-46.9693	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Herdade	-22.4921	-46.8433	AER	pista_ponto_pouso	SP
Aeródromo Virgolino de Oliveira	-22.4149	-46.8092	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Campo Vitória	-21.832	-46.9412	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Boa Vista	-22.0433	-47.5595	AER	pista_ponto_pouso	SP
Aeródromo Casa branca	-21.7882	-47.0561	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Terezinha da Barra	-21.8813	-47.7762	AER	pista_ponto_pouso	SP
Aeródromo Usina Santa Rita	-21.7254	-47.6575	AER	pista_ponto_pouso	SP
Aeródromo Adhemar Ribeiro	-21.6419	-47.4706	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Pixoxó	-21.7801	-47.8836	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Izabel	-22.2501	-48.0385	AER	pista_ponto_pouso	SP
Aeródro Fazenda Santo Ângelo	-22.245	-48.2614	AER	pista_ponto_pouso	SP
Aeródromo Alberto Bertelli	-21.6829	-48.2122	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Citrícola	-21.7238	-48.3775	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Lucas	-22.3039	-49.4622	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Gandu	-22.4831	-49.4669	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Suíssa	-21.9075	-49.8569	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Cristal	-22.5215	-50.0476	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Koga	-21.8695	-49.981	AER	pista_ponto_pouso	SP
Aeródromo Central Ferraz	-21.8675	-50.3101	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Bandeira	-21.9982	-50.5972	AER	pista_ponto_pouso	SP
Aeródromo Presidente Bernardes	-21.9953	-51.5994	AER	pista_ponto_pouso	SP
Aeródromo José Martins da Silva	-22.2262	-51.3487	AER	pista_ponto_pouso	SP
Aeródromo Usina Califórnia	-21.9116	-50.8676	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Bartira	-22.1639	-50.965	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Guadiana	-22.0742	-51.0385	AER	pista_ponto_pouso	SP
Aeródromo Atena	-22.1533	-51.0294	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Nova Damasco	-22.4847	-51.5294	AER	pista_ponto_pouso	SP
Aeródromo Estância Machado	-22.1041	-51.4547	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Vista Bonita	-22.5064	-51.8167	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Irene	-22.4957	-51.9089	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Itapiranga	-22.0631	-51.925	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Joaquim	-22.1989	-51.9755	AER	pista_ponto_pouso	SP
Aeródromo Estância Rio Paraná	-21.8574	-52.1879	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Rio Pardo	-22.873	-49.0365	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Caramuru	-21.6935	-50.9357	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Tamara	-21.5941	-50.8343	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Gurucaia	-21.4946	-50.7355	AER	pista_ponto_pouso	SP
Aeródromo Usina Branco Peres	-21.483	-51.0256	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Ibiporã	-21.4654	-50.7984	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Jaguaretê	-21.4427	-50.7253	AER	pista_ponto_pouso	SP
Aeródromo Sítio Sant25na	-21.4722	-50.6198	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Clara	-21.3049	-50.7567	AER	pista_ponto_pouso	SP
Aeródromo Guararapes	-21.2628	-50.6526	AER	pista_ponto_pouso	SP
Aeródromo Palo Verde	-21.189	-50.5636	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Anhangaí	-20.9271	-50.7433	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Araçatuba	-21.346	-51.2495	AER	pista_ponto_pouso	SP
Aeródromo Tupi Paulista	-21.3924	-51.6004	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Progresso	-21.0626	-51.405	AER	pista_ponto_pouso	SP
Aeródromo Santa Cecília	-20.8813	-50.9845	AER	pista_ponto_pouso	SP
Aeródromo Country Club Orgabil	-21.2183	-50.4072	AER	pista_ponto_pouso	SP
Aeródromo Comandante Munir Djabak	-21.2163	-50.3063	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Entre Rios	-20.7649	-50.8565	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Flamboyant	-20.9041	-51.5755	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São José	-20.5403	-51.3572	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Martinho	-20.3572	-51.2546	AER	pista_ponto_pouso	SP
Aeródromo Fazenda União Suzanápolis	-20.5298	-51.096	AER	pista_ponto_pouso	SP
Aeródromo Fazenda do Rochedo	-21.846	-43.1901	AER	pista_ponto_pouso	MG
Aeródromo Auriflama	-20.7423	-50.5322	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São João	-20.5567	-49.2885	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Naisa	-20.3306	-48.8098	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Barreiro Grande	-20.3483	-48.7761	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Brumado	-20.4297	-48.5608	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Retiro da Cachoeira	-20.3398	-47.4722	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Maria	-20.85	-50.0816	AER	pista_ponto_pouso	SP
Aeródromo Usina de José Bonifácio	-21.0953	-49.9153	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Figueira	-21.511	-50.1217	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Adelina	-21.5289	-49.7433	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Inês	-20.8812	-49.3884	AER	pista_ponto_pouso	SP
Aeródromo Clube de Marte Ibirá de Pára-Quedismo	-21.0913	-49.2241	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Santa Thereza	-21.5677	-49.3015	AER	pista_ponto_pouso	SP
Aeródromo Santa Cândida	-21.334	-48.1708	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Três Barras	-20.9484	-48.1879	AER	pista_ponto_pouso	SP
Usina Açucareira Santo Antônio	-21.1211	-47.948	AER	pista_ponto_pouso	SP
Aeródromo Usina Santa Lydia	-21.2023	-47.9212	AER	pista_ponto_pouso	SP
Aeródromo Agrishow	-21.211	-47.8655	AER	pista_ponto_pouso	SP
Aeródromo Fazenda São Luiz	-21.0975	-47.7332	AER	pista_ponto_pouso	SP
Aeródromo Capão da Cruz	-21.4599	-47.8887	AER	pista_ponto_pouso	SP
Aeródromo Fazenda Passaredo	-21.3211	-47.2315	AER	pista_ponto_pouso	SP
Aeródromo Junqueira	-20.0036	-47.808	AER	pista_ponto_pouso	SP
Aeródromo Helibrás	-22.4313	-45.4814	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Paineira	-22.1478	-45.7638	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Planalto	-21.1423	-46.4845	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Itatuba	-20.4328	-46.86	AER	pista_ponto_pouso	MG
Aeródromo Terramare	-20.7223	-45.8648	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Capão Seco	-20.7126	-45.6898	AER	pista_ponto_pouso	MG
Aeródromo Ponta do Sol	-20.6385	-45.9986	AER	pista_ponto_pouso	MG
Aeródromo Furnaspark Resort	-20.5362	-45.6045	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Guiné	-20.248	-46.1919	AER	pista_ponto_pouso	MG
Aeródromo Nova Era	-30.2129	-52.4422	AER	pista_ponto_pouso	RS
Aeródromo Fazenda Santa Rosa	-19.7519	-50.1303	AER	pista_ponto_pouso	MG
Aeródromo Carneirinho Agroindustrial S.A	-19.8093	-50.7815	AER	pista_ponto_pouso	MG
Aeródromo Usina Coruripe - Filial Limeira do Oeste	-19.5203	-50.6541	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Jumari	-18.6466	-49.8854	AER	pista_ponto_pouso	MG
Aeródromo Vale do Paranaíba	-18.7011	-49.6872	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Recreio	-21.7136	-44.2037	AER	pista_ponto_pouso	MG
Aeródromo Haras RPC	-20.1686	-43.9279	AER	pista_ponto_pouso	MG
Aeródromo Carlos Prates	-19.9098	-43.9897	AER	pista_ponto_pouso	MG
Aeródromo Cirrus Sociedade Aerodesportiva	-19.4511	-43.8996	AER	pista_ponto_pouso	MG
Aeródromo Fazenda das Perobas	-19.5018	-44.1589	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Santa Fé	-18.6622	-44.8525	AER	pista_ponto_pouso	MG
Aeródromo Santa Maria do Suaçuí	-18.1986	-42.4659	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Americana	-18.1479	-41.7165	AER	pista_ponto_pouso	MG
Aeródromo Minas Novas	-17.2653	-42.5375	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Santa Bárbara	-14.6176	-44.1882	AER	pista_ponto_pouso	MG
Aeródromo Fazenda Vale da Serra	-15.1968	-43.2571	AER	pista_ponto_pouso	MG
Aeródromo Pista Plá e Silva	-33.1433	-52.9773	AER	pista_ponto_pouso	RS
Aeródromo Estância da Gruta	-31.9421	-52.4795	AER	pista_ponto_pouso	RS
Aeródromo Fazenda Santa Maria	-31.9293	-52.4639	AER	pista_ponto_pouso	RS
Aeródromo Cmt. Marilda Zaiden de Mesquita	-31.7736	-52.4513	AER	pista_ponto_pouso	RS
Aeródromo Fazenda da Coxilha	-31.014	-51.7085	AER	pista_ponto_pouso	RS
Aeródromo Candiota	-31.4937	-53.6917	AER	pista_ponto_pouso	RS
AEROCLUBE DE BAGÉ	-31.3276	-54.1369	AER	pista_ponto_pouso	RS
Aeródromo Aeromis	-31.2929	-54.1572	AER	pista_ponto_pouso	RS
Aeródromo Refúgio	-30.9194	-54.4695	AER	pista_ponto_pouso	RS
Aeródromo Solidão	-30.6925	-50.5572	AER	pista_ponto_pouso	RS
Aeródromo Aerolis	-30.5364	-50.4675	AER	pista_ponto_pouso	RS
Aeródromo DTapes	-30.7504	-51.5355	AER	pista_ponto_pouso	RS
Aeródromo Centeno	-30.7461	-51.4304	AER	pista_ponto_pouso	RS
Aeródromo Capão Alto	-30.6769	-51.5262	AER	pista_ponto_pouso	RS
Aeródromo Encruzilhada do Sul	-30.5588	-52.5828	AER	pista_ponto_pouso	RS
Aeródromo Sítio Enel	-30.137	-52.3666	AER	pista_ponto_pouso	RS
Aeródromo Santa Maria	-30.2962	-54.8025	AER	pista_ponto_pouso	RS
Aeródromo Música	-30.9456	-55.0879	AER	pista_ponto_pouso	RS
Aeródromo Fazenda da Paz	-30.8442	-55.5692	AER	pista_ponto_pouso	RS
Pegoraro Joaçaba	-27.1758	-51.5164	AER	pista_ponto_pouso	SC
Pitangueira	-27.3762	-49.8309	AER	pista_ponto_pouso	SC
Pericó Vinícola	-28.2964	-49.9225	AER	pista_ponto_pouso	SC
Aeródromo Maria Magalhães	-26.253	-51.0039	AER	pista_ponto_pouso	SC
Dolores	-26.2644	-49.5164	AER	pista_ponto_pouso	SC
Issaig I	-28.7015	-49.302	AER	pista_ponto_pouso	SC
Aeródromo Asa Branca	-28.528	-48.9494	AER	pista_ponto_pouso	SC
Socimed	-28.4739	-48.9888	AER	pista_ponto_pouso	SC
Mormaii	-28.042	-48.6314	AER	pista_ponto_pouso	SC
Aeródromo Astral	-30.0603	-51.4365	AER	pista_ponto_pouso	RS
Aeródromo EL Dorado	-30.0724	-51.4106	AER	pista_ponto_pouso	RS
Fazenda do Jacuí	-29.9839	-51.3024	AER	pista_ponto_pouso	RS
Aeródromo Capivari	-30.1346	-50.5105	AER	pista_ponto_pouso	RS
Aeródromo Sunset Airfield	-29.3242	-50.7405	AER	pista_ponto_pouso	RS
Aeroclube	-29.6768	-50.9819	AER	pista_ponto_pouso	RS
Aeródromo Condomínio Menega	-29.0446	-51.1433	AER	pista_ponto_pouso	RS
Aeródromo Municipal de Guaratuba	-25.879	-48.6122	AER	pista_ponto_pouso	PR
Zizico	-25.6839	-48.4606	AER	pista_ponto_pouso	PR
Isogama	-25.6332	-49.1611	AER	pista_ponto_pouso	PR
Bons Ventos	-25.6585	-49.1379	AER	pista_ponto_pouso	PR
Heliponto Conduspar	-25.5726	-49.1526	AER	pista_ponto_pouso	PR
Ryhad Palace Hotel	-25.5829	-49.3971	AER	pista_ponto_pouso	PR
Jihad Dehaini	-25.5768	-49.3945	AER	pista_ponto_pouso	PR
Umbará Energy	-25.6044	-49.2938	AER	pista_ponto_pouso	PR
Ultraleve Clube de Curitiba	-25.4778	-49.1548	AER	pista_ponto_pouso	PR
Aeródromo de Piraquara	-25.4507	-49.1405	AER	pista_ponto_pouso	PR
BS Colway	-25.4615	-49.1028	AER	pista_ponto_pouso	PR
Quatro Barras	-25.3766	-49.0847	AER	pista_ponto_pouso	PR
Graciosa	-25.3918	-49.1561	AER	pista_ponto_pouso	PR
Policia Federal Curitiba	-25.3761	-49.228	AER	pista_ponto_pouso	PR
Aeródromo Chico Ledur	-29.8177	-55.7147	AER	pista_ponto_pouso	RS
Aeródromo Itagro	-29.78	-55.6965	AER	pista_ponto_pouso	RS
Aeródromo Fazenda Bom Retiro	-29.3081	-56.1932	AER	pista_ponto_pouso	RS
Aeródromo São João	-29.0849	-56.2135	AER	pista_ponto_pouso	RS
Aeródromo Aeropel	-28.7113	-55.9905	AER	pista_ponto_pouso	RS
Aeródromo Fazenda Chapadinha	-29.6524	-54.3853	AER	pista_ponto_pouso	RS
Aeródromo Palmares	-28.7215	-54.8913	AER	pista_ponto_pouso	RS
Aeródromo de Sobradinho	-29.3968	-52.9914	AER	pista_ponto_pouso	RS
Aeródromo Ibirubá	-28.6042	-53.0787	AER	pista_ponto_pouso	RS
Aeródromo Carlos Ruhl	-28.6587	-53.612	AER	pista_ponto_pouso	RS
Aeródromo Empresa Agrícola Chiapeta	-28.0666	-53.8779	AER	pista_ponto_pouso	RS
Fazenda do Cedro	-28.1086	-53.1971	AER	pista_ponto_pouso	RS
Aeródromo Arenhart	-29.889	-57.1424	AER	pista_ponto_pouso	RS
Aeródromo Nossa Senhora do Loreto	-29.7306	-56.9618	AER	pista_ponto_pouso	RS
Aeródromo Mata-Fome	-29.1858	-56.5443	AER	pista_ponto_pouso	RS
Aeródromo Itaqui	-29.173	-56.537	AER	pista_ponto_pouso	RS
Laguna Iguaçu	-25.4492	-49.289	AER	pista_ponto_pouso	PR
Estação Convention Center	-25.4385	-49.2672	AER	pista_ponto_pouso	PR
Aeródromo Mocelin	-25.7939	-53.0356	AER	pista_ponto_pouso	PR
Supermax	-25.432	-49.3257	AER	pista_ponto_pouso	PR
Parque Barigui	-25.4312	-49.3153	AER	pista_ponto_pouso	PR
Rio Verde/Mercosul	-25.4576	-49.4649	AER	pista_ponto_pouso	PR
Sikorski	-25.4387	-49.4486	AER	pista_ponto_pouso	PR
Green Technology	-25.4357	-49.4258	AER	pista_ponto_pouso	PR
Clube de Voo Itaipu	-25.4852	-54.4414	AER	pista_ponto_pouso	PR
Max Fontoura	-25.4261	-49.5246	AER	pista_ponto_pouso	PR
Aeroleve Aeródromo Privado	-24.9286	-53.4951	AER	pista_ponto_pouso	PR
Aeródromo Ely Rego	-25.5394	-49.6	AER	pista_ponto_pouso	PR
Aeródromo Asas de Balsa Nova	-25.5494	-49.6431	AER	pista_ponto_pouso	PR
Cimento Branco	-25.1956	-49.3191	AER	pista_ponto_pouso	PR
Cambiju	-25.2471	-49.9181	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Montesion	-24.8819	-53.7548	AER	pista_ponto_pouso	PR
Moro Golf Club	-25.1145	-50.1721	AER	pista_ponto_pouso	PR
Fazenda São Rafael	-24.7696	-54.1188	AER	pista_ponto_pouso	PR
Aeródromo Copacel	-24.3205	-53.835	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Três Unidos	-24.0524	-54.0072	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Estrela do Sul	-23.7882	-53.4826	AER	pista_ponto_pouso	PR
Aeródromo Fazenda São Marcus	-23.5617	-53.796	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Uberaba	-23.6548	-53.8335	AER	pista_ponto_pouso	PR
Fazenda Santa Luiza	-23.3502	-53.4997	AER	pista_ponto_pouso	PR
Fazenda Serra Dourada	-23.3228	-53.4692	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Três Marias	-23.4941	-53.8027	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Gurucaia	-23.1858	-53.3259	AER	pista_ponto_pouso	PR
Aeródromo Fazenda São Matheus	-22.9629	-53.5459	AER	pista_ponto_pouso	PR
Fazenda Alvorada	-24.2941	-53.2504	AER	pista_ponto_pouso	PR
Aeródromo Sítio São Luiz	-24.2617	-52.7945	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Jussara	-23.5749	-52.411	AER	pista_ponto_pouso	PR
Campo Evelina	-23.1196	-53.078	AER	pista_ponto_pouso	PR
São Francisco	-22.7896	-53.1988	AER	pista_ponto_pouso	PR
Aeródromo Conselheiro Mairinck	-23.5423	-50.0962	AER	pista_ponto_pouso	PR
Aeródromo Capitão Pedro Paranhos	-23.4294	-50.1678	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Primavera	-23.4571	-50.5809	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Dinorá	-23.4163	-50.6009	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Santa Maria	-23.2991	-50.6181	AER	pista_ponto_pouso	PR
Aeródromo Entre Rios	-25.5661	-51.4966	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Barbacena	-23.8384	-51.9021	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Três Minas	-23.6725	-52.0098	AER	pista_ponto_pouso	PR
Aeródromo Ivaí Aeroagrícola	-23.7108	-52.1669	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Junqueira	-22.8913	-51.9255	AER	pista_ponto_pouso	PR
Aeródromo 14 bis	-23.2141	-51.1859	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Palmeiras	-22.7758	-51.5056	AER	pista_ponto_pouso	PR
Aeródromo Fazenda São Francisco	-22.9184	-51.3541	AER	pista_ponto_pouso	PR
Fazenda Iapó	-24.5229	-50.3645	AER	pista_ponto_pouso	PR
Aeródromo Iberá	-25.0528	-50.1876	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Yanduy	-24.0777	-51.8194	AER	pista_ponto_pouso	PR
Aeródromo Sérgio Bonifácio	-24.2636	-51.6395	AER	pista_ponto_pouso	PR
Aeródromo Novo Horizonte	-26.2498	-51.9035	AER	pista_ponto_pouso	PR
Aeródromo Fazenda Milome	-26.1733	-51.4834	AER	pista_ponto_pouso	PR
Aeródromo Xanadu	-25.4387	-50.5281	AER	pista_ponto_pouso	PR
Prudentópolis	-25.1831	-50.9225	AER	pista_ponto_pouso	PR
Aeródromo Dr. Walter Beckert	-23.9709	-51.3284	AER	pista_ponto_pouso	PR
Clube de Aviação Experimental do Paraná	-23.2875	-51.0914	AER	pista_ponto_pouso	PR
Fazenda Congonhas	-23.0396	-50.9374	AER	pista_ponto_pouso	PR
Fazenda Santa Helena	-23.3408	-50.585	AER	pista_ponto_pouso	PR
Fazenda Guaiacuruzinho	-23.0303	-50.4932	AER	pista_ponto_pouso	PR
Fazenda da Ilha	-24.6499	-50.3621	AER	pista_ponto_pouso	PR
Fazenda Bonacin	-25.4101	-49.0459	AER	pista_ponto_pouso	PR
Aeródromo Barra do Cahy	-17.0129	-39.1809	AER	pista_ponto_pouso	BA
Aeródromo São Pedro	-16.7539	-39.3161	AER	pista_ponto_pouso	BA
Aeródromo Outeiro das Brisas	-16.7124	-39.1427	AER	pista_ponto_pouso	BA
Maracás	-16.4863	-39.0813	AER	pista_ponto_pouso	BA
Aeródromo Fly Club	-16.3579	-39.0148	AER	pista_ponto_pouso	BA
